nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,EtisktEtikett,Koscher,RavarorBeskrivning
9919001,1142320,99190,Langmeil,Orphan Bank Shiraz,376.00,,750.00,501.33,2017/02/17,0,Rött vin,,,Flaska,Plastkork/syntetkork,South Australia,Australien,Langmeil Winery,AB Wicked Wine Sweden,2014,,14.50%,TSE,Små partier,0,0,,0,Shiraz.
8801202,1142399,88012,Winka,White,22.70,,330.00,68.79,2016/10/03,0,Blanddrycker,,,Flaska,,,Tjeckien,Winka,Scandinavia Handel & Rekrytering KB,,,6.00%,BS,Övrigt sortiment,0,0,,0,
9909401,1142436,99094,Clos Martinet,,556.00,,750.00,741.33,2017/02/17,0,Rött vin,,,Flaska,Naturkork,Priorat,Spanien,Mas Martinet,Vinovativa AB,2014,,14.50%,TSE,Små partier,1,0,,0,
3074601,1142439,30746,Tomtemors,Starkvinsglögg,96.00,,750.00,128.00,2016/11/01,0,Glögg och Glühwein,,,Flaska,,Södermanlands län,Sverige,Viness,Viness AB,,,15.00%,TSLS,Lokalt och småskaligt,0,0,,0,
9927001,1142442,99270,Henkenberg Spätburgunder Grosses Gewächs,Salwey,275.00,,750.00,366.67,2017/02/03,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Baden,Tyskland,WG Salwey,Amazing Wines Hedberg & Wising AB,2014,,12.50%,TSE,Små partier,0,0,,0,Spätburgunder (pinot noir).
3131503,1142452,31315,MJ''s Bryggeri,Veteöl,22.70,,330.00,68.79,2016/11/01,0,Öl,Veteöl,,Flaska,,Värmlands län,Sverige,MJ''s Bryggeri,Björketorp Consulting AB,,,5.50%,TSLS,Lokalt och småskaligt,0,0,,0,Vete och korn.
3131903,1142475,31319,Råå Organic Winter,,24.70,,330.00,74.85,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,,Flaska,,Skåne län,Sverige,Råå Bryggeri,Råå Bryggeri AB,,,5.60%,TSLS,Lokalt och småskaligt,1,0,,0,
3132202,1142484,31322,Nils Oscar Aquavit,,245.00,,500.00,490.00,2016/11/01,0,Kryddad sprit,,,Flaska,,Södermanlands län,Sverige,Nils Oscar AB,Nils Oscar AB,,,40.00%,TSLS,Lokalt och småskaligt,1,0,,0,Korn, vete, råg och havre.
3132303,1142488,31323,Limhamns,IPA,28.80,,330.00,87.27,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Skåne län,Sverige,Limhamns Bryggeri AB,Limhamns Bryggeri,,,6.00%,TSLS,Lokalt och småskaligt,0,0,,0,Kornmalt och humle.
3132403,1142491,31324,Brygghuset Finn,Organic Porter,24.90,,330.00,75.46,2016/11/01,0,Öl,Porter och stout,,Flaska,,Skåne län,Sverige,Brygghuset Finn,AB Brygghuset Finn,,,5.50%,TSLS,Lokalt och småskaligt,1,0,,0,Vetemalt, chokladvete och kornmalt samt humle av sorterna magnum och mandarina bavaria.
3132503,1142497,31325,Granaten,,35.50,,330.00,107.58,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Stockholms län,Sverige,Unibärsum AB,Unibärsum AB,,,6.00%,TSLS,Lokalt och småskaligt,0,0,,0,Kornmalt, granatäpple samt humle av sorterna sorachi ace, citra och amarillo.
3132701,1142505,31327,Nils Oscar Maltvodka,,395.00,,700.00,564.29,2016/11/01,0,Kryddad sprit,,,Flaska,,Södermanlands län,Sverige,Nils Oscar AB,Nils Oscar AB,,,40.00%,TSLS,Lokalt och småskaligt,1,0,,0,Korn-, vete-, råg- och havremalt.
3020301,1142548,30203,Wannborga,Cecilia,189.00,,750.00,252.00,2016/11/01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Naturkork,Kalmar län,Sverige,Wannborga på Öland,Wannborga på Öland AB,2015,,12.50%,TSLS,Lokalt och småskaligt,0,0,,0,
3031802,1142619,30318,Wannborga Ö,Äpple,398.00,,500.00,796.00,2016/11/01,0,Brandy och Vinsprit,Brandy,,Flaska,,Kalmar län,Sverige,Wannborga på Öland,Wannborga på Öland AB,,,38.10%,TSLS,Lokalt och småskaligt,0,0,,0,
3133203,1142629,31332,One,,68.90,,330.00,208.79,2016/12/01,0,Öl,Ale brittisk-amerikansk stil,Barley wine,Flaska,,Västerbottens län,Sverige,Beer Studio,Beer Studio AB,,,10.20%,TSLS,Lokalt och småskaligt,0,0,,0,Cararye- och pale alemalt samt humle av sorterna east kent goldings, cascade, citra och nelson sauvin.
3133403,1142834,31334,Swepa,Swedish Pale Ale,29.50,,330.00,89.39,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Flaska,,Örebro län,Sverige,Sibbetorps Gård/Fredrik Lennström,Sibbetorps Gård AB,,,5.60%,TSLS,Lokalt och småskaligt,0,0,,0,Korn- och vetemalt samt humle.
3133603,1142928,31336,IPALE,,29.50,,330.00,89.39,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Örebro län,Sverige,Sibbetorps Gård/Fredrik Lennström,Sibbetorps Gård AB,,,6.60%,TSLS,Lokalt och småskaligt,0,0,,0,Korn- och vetemalt samt humle.
3133703,1142959,31337,Sumprunkarens Svarta,Porter,44.30,,330.00,134.24,2016/12/01,0,Öl,Porter och stout,,Flaska,,Skåne län,Sverige,Hönsinge Hantwerksbryggeri,Hönsinge Hantwerksbryggeri AB,,,6.80%,TSLS,Lokalt och småskaligt,0,0,,0,Korn-, vete-, havre- och kaffemalt, kakaobönor samt humle.
7395301,1142964,73953,Iago''s Wine,Chardakhi Chinuri,299.00,,750.00,398.67,2016/10/05,0,Vitt vin,,,Flaska,,Kardenakhi,Georgien,Iago''s Wine,Gaumarjos Vin AB,2013,,13.00%,BS,Övrigt sortiment,0,0,,0,
8819302,1142974,88193,Winka,Pink,22.70,,330.00,68.79,2016/10/03,0,Blanddrycker,,,Flaska,,,Tjeckien,Winka,Scandinavia Handel & Rekrytering KB,,,6.00%,BS,Övrigt sortiment,0,0,,0,
3134003,1142977,31340,Gnesta,APA''n,26.90,,330.00,81.52,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Flaska,,Södermanlands län,Sverige,Södermännens Hantverksbryggeri AB,Södermännens Hantverksbryggeri AB,,,5.50%,TSLS,Lokalt och småskaligt,0,0,,0,Korn- och vetemalt samt humle av sorterna mosaic, amarillo och simcoe.
3134103,1142980,31341,Rhubarb Red,,34.40,,330.00,104.24,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,Amber ale,Flaska,,Stockholms län,Sverige,Unibärsum AB,Unibärsum AB,,,5.00%,TSLS,Lokalt och småskaligt,0,0,,0,Kornmalt, rabarber samt humle av sorterna nelsn sauvin och willamette.
8826002,1142983,88260,Winka,Red,22.70,,330.00,68.79,2016/10/03,0,Blanddrycker,,,Flaska,,,Tjeckien,Winka,Scandinavia Handel & Rekrytering KB,,,6.00%,BS,Övrigt sortiment,0,0,,0,
7199301,1142990,71993,Barramundi,Chardonnay,69.00,,750.00,92.00,2016/10/03,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Baramundi Wines,Spirit of Ward AB,2016,,13.50%,BS,Övrigt sortiment,0,0,,0,Chardonnay.
3134203,1142993,31342,Äppelbo,Rubin,24.90,,330.00,75.46,2016/11/01,0,Öl,Ale oklassificerat,,Flaska,,Dalarnas län,Sverige,Äppelbo Bryggeri,Äppelbo Bryggeri AB,,,6.00%,TSLS,Lokalt och småskaligt,0,0,,0,Kornmalt och humle.
7265501,1142996,72655,Barramundi,Shiraz Petit Verdot,69.00,,750.00,92.00,2016/10/03,0,Rött vin,,,Flaska,,South Eastern Australia,Australien,Baramundi Wines,Spirit of Ward AB,2016,,14.00%,BS,Övrigt sortiment,0,0,,0,
8691601,1143000,86916,Ramsbury Vodka,Wiltshire,539.00,,700.00,770.00,2016/10/05,0,Okryddad sprit,,,Flaska,,,Storbritannien,Ramsbury Vodka,ZNAPS Sweden AB,,,43.00%,BS,Övrigt sortiment,0,0,,0,
3134303,1143003,31343,Sibbarps Husbryggeri Pilsner,,24.60,,330.00,74.55,2016/11/01,0,Öl,Ljus lager,Pilsner - tysk stil,Flaska,,Skåne län,Sverige,Sibbarps Husbryggeri,Sibbarps Husbryggeri AB,,,5.00%,TSLS,Lokalt och småskaligt,0,0,,0,Pilsner- och carapilsmalt, vetemalt samt humle av sorterna northern brewer, hallertauer tradition och hallertauer mittelfrü.
7106001,1143021,71060,Ronchedone,,190.00,,750.00,253.33,2016/10/05,0,Rött vin,,,Flaska,,Venetien,Italien,Azienda Agricola Ca dei Frati,Matric Italgross AB,2014,,14.50%,BS,Övrigt sortiment,0,0,,0,
8618102,1143024,86181,Mustasch,Midnight Runner Viol och Lakrits,249.00,,500.00,498.00,2016/10/05,0,Likör,Övriga likörer,,Flaska,,,Sverige,Malmköping Nya Destilleri,Brands For Fans Sweden AB,,,22.00%,BS,Övrigt sortiment,0,0,,0,
7477501,1143030,74775,Pheasant''s Tears,Tavkveri,271.00,,750.00,361.33,2016/10/05,0,Rött vin,,,Flaska,,Kartli Region,Georgien,Pheasant''s Tears,Gaumarjos Vin AB,2013,,12.00%,BS,Övrigt sortiment,0,0,,0,
3134703,1143034,31347,Mölska Eindrikke,,48.80,,330.00,147.88,2016/11/01,0,Öl,Annan öl,,Flaska,,Gotlands län,Sverige,Mjödhamnen AB,Mjödhamnen AB,2015,,7.00%,TSLS,Lokalt och småskaligt,0,0,,0,Kornmatl, rökmalt, honung, enbärsris och humle.
9700901,1143052,97009,Royal City Syrah,Charles Smith Wines,1050.00,,750.00,1400.00,2017/04/21,0,Rött vin,,,Flaska,Naturkork,Washington State,USA,Charles Smith Wines,Handpicked Wines Sweden AB,2013,,13.50%,TSE,Små partier,0,0,,0,Syrah.
7054901,1143055,70549,Châteauneuf-du-Pape,Domaine de la Charbonnière,369.00,,750.00,492.00,2016/10/07,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Domaine de la Charbonnière,LXR Wines HB,2012,,15.00%,BS,Övrigt sortiment,0,0,,0,
7257501,1143058,72575,Temjanika,Semi Sweet Wine,172.00,,750.00,229.33,2016/10/06,0,Vitt vin,,,Flaska,,,Republiken Makedonien,Chateau Sopot,Alth IVS,2015,,13.50%,BS,Övrigt sortiment,0,0,,0,
7166201,1143061,71662,Pheasant''s Tears,Tavkveri Rosé,257.00,,750.00,342.67,2016/10/05,0,Rosévin,,,Flaska,,Kartli Region,Georgien,Pheasant''s Tears,Gaumarjos Vin AB,2013,,11.50%,BS,Övrigt sortiment,0,0,,0,
3135103,1143064,31351,Silver,Stout,38.50,,330.00,116.67,2016/11/01,0,Öl,Porter och stout,Söt porter och stout,Flaska,,Norrbottens län,Sverige,Pite Bryggeri AB,Pite Bryggeri AB,,,5.00%,TSLS,Lokalt och småskaligt,0,0,,0,Korn- och vetemalt samt mjölksocker.
3135203,1143070,31352,Carlstad IPA,,26.70,,330.00,80.91,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Värmlands län,Sverige,Carlstad Bryggeri,Carlstad bryggeri KB,,,6.50%,TSLS,Lokalt och småskaligt,0,0,,0,Kornmalt och humle.
3135303,1143076,31353,Carlstad Mörk Lager,,24.70,,330.00,74.85,2016/11/01,0,Öl,Mörk lager,Dunkel,Flaska,,Värmlands län,Sverige,Carlstad Bryggeri,Carlstad bryggeri KB,,,5.20%,TSLS,Lokalt och småskaligt,0,0,,0,Kornmalt och humle.
7507101,1143079,75071,Cabernet Sauvignon,Barrique,246.00,,750.00,328.00,2016/10/06,0,Rött vin,,,Flaska,,,Republiken Makedonien,Chateau Sopot,Alth IVS,2012,,14.50%,BS,Övrigt sortiment,0,0,,0,
7321801,1143085,73218,Pheasant''s Tears,Mtsvane,279.00,,750.00,372.00,2016/10/05,0,Vitt vin,,,Flaska,,Kakheti Region,Georgien,Pheasant''s Tears,Gaumarjos Vin AB,2013,,12.00%,BS,Övrigt sortiment,0,0,,0,
3135403,1143088,31354,Coppersmith''s,Imperial IPA,26.90,,330.00,81.52,2016/11/01,0,Öl,Ale brittisk-amerikansk stil,Imperial/Dubbel IPA,Flaska,,Västmanlands län,Sverige,Coppersmith''s AB,Coppersmith AB,,,8.00%,TSLS,Lokalt och småskaligt,0,0,,0,Korn- och havremalt, råfrukt samt humle.
7294801,1143176,72948,Allure,Grand Reserve Pinot Noir,246.00,,750.00,328.00,2016/10/06,0,Rött vin,,,Flaska,,,Republiken Makedonien,Chateau Sopot,Alth IVS,2013,,14.00%,BS,Övrigt sortiment,0,0,,0,
3135702,1143279,31357,Eskilstuna,Stolt Snaps,199.00,,350.00,568.57,2016/11/01,0,Kryddad sprit,,,Flaska,,Södermanlands län,Sverige,Eskilstuna Ölkultur,Eskilstuna Ölkultur AB,,,38.00%,TSLS,Lokalt och småskaligt,0,0,,0,
7181801,1143364,71818,Spiavento,Puglia Primitivo,100.00,,750.00,133.33,2016/10/06,0,Rött vin,,,Flaska,,Apulien,Italien,Officina del vino Societa S.r.l.,Santin och Sundgren AB,2015,,13.50%,BS,Övrigt sortiment,0,0,,0,
9401201,1143367,94012,Swan Bay,Chardonnay,139.00,,750.00,185.33,2017/06/09,0,Vitt vin,Fylligt & Smakrikt,,Flaska,Skruvkapsyl,Victoria,Australien,The Scotchmans Hill Group,Divine AB,2015,,13.50%,TSE,Små partier,0,0,,0,Chardonnay.
8732403,1143405,87324,Brahma,Chopp,36.30,,300.00,121.00,2016/10/06,0,Öl,Ljus lager,Internationell stil,Flaska,,,Brasilien,InBev,World Beer Trading KB,,,4.80%,BS,Övrigt sortiment,0,0,,0,
3136001,1143411,31360,Pegasus,Stål,235.00,,750.00,313.33,2016/11/01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Naturkork,Skåne län,Sverige,Vingården i Åhus,Euroway Airline,2014,,14.50%,TSLS,Lokalt och småskaligt,0,0,,0,Solaris.
7160909,1143420,71609,Bordeaux Special mixlåda,,762.00,,4500.00,169.33,2016/10/06,0,Rött vin,,,6 fl à 750 ml,,Bordeaux,Frankrike,Sovex Woltner,Tryffelsvinet AB,,,14.50%,BS,Övrigt sortiment,0,0,,0,
9010001,1143433,90100,BattfeldSpanier Frauenberg,Riesling Grosse Gewächse,399.00,,750.00,532.00,2017/02/03,0,Vitt vin,,,Flaska,Naturkork,Rheinhessen,Tyskland,BattenfeldSpanier,Gullberg by Stockwine AB,2015,,12.50%,TSE,Små partier,1,0,,0,Riesling.
7264201,1143437,72642,Pheasant''s Tears,Chinuri Amber,277.00,,750.00,369.33,2016/10/05,0,Vitt vin,,,Flaska,,Kartli Region,Georgien,Pheasant''s Tears,Gaumarjos Vin AB,2013,,11.00%,BS,Övrigt sortiment,0,0,,0,
3136301,1143443,31363,Bedstekilde 0003,Svenskt torrt vin av äpplen,136.00,,750.00,181.33,2016/11/01,0,Fruktvin,Torrt,,Flaska,,Skåne län,Sverige,Bedstekilde-Vin av Äpplen,Bedstekilde - Vin av äpplen AB,,,10.50%,TSLS,Lokalt och småskaligt,0,0,,0,Äpplen.
7663801,1143479,76638,Barolo Riserva,Stefano Farina,399.00,,750.00,532.00,2016/10/07,0,Rött vin,,,Flaska,,Piemonte,Italien,Stefano Farina,Winebee AB,2007,,14.50%,BS,Övrigt sortiment,0,0,,0,
7509601,1143482,75096,Langhe Rosso,Le Brume Stefano Farina,129.00,,750.00,172.00,2016/10/07,0,Rött vin,,,Flaska,,Piemonte,Italien,Stefano Farina,Winebee AB,2011,,14.00%,BS,Övrigt sortiment,0,0,,0,
32201,1143486,322,Havana Club,Añejo 7 años,269.00,,700.00,384.29,2016/12/01,0,Rom,Mörk,,Flaska,,,Kuba,Havana Club International,Pernod Ricard Sweden AB,,,40.00%,FS,Ordinarie sortiment,0,0,,0,
7613801,1143489,76138,Langhe Chardonnay,Stefano Farina,119.00,,750.00,158.67,2016/10/07,0,Vitt vin,,,Flaska,,Piemonte,Italien,Stefano Farina,Winebee AB,2015,,13.50%,BS,Övrigt sortiment,0,0,,0,
7163501,1143507,71635,Moscato d''Asti,Stefano Farina,119.00,,750.00,158.67,2016/10/07,0,Vitt vin,Sött,,Flaska,,Piemonte,Italien,Stefano Farina,Winebee AB,2015,,5.00%,BS,Övrigt sortiment,0,0,,0,
7458601,1143533,74586,Pheasant''s Tears,Rkatsiteli,271.00,,750.00,361.33,2016/10/05,0,Vitt vin,Fylligt & Smakrikt,,Flaska,,Kakheti Region,Georgien,Pheasant''s Tears,Gaumarjos Vin AB,2011,,12.00%,BS,Övrigt sortiment,0,0,,0,
7193201,1143550,71932,Sassaia di Albereto,Sangiovese,199.00,,750.00,265.33,2016/10/07,0,Rött vin,,,Flaska,,Toscana,Italien,Stefano Farina,Winebee AB,2012,,13.50%,BS,Övrigt sortiment,0,0,,0,
7388801,1143567,73888,Stefano Farina,Nebbiolo d''Alba,149.00,,750.00,198.67,2016/10/07,0,Rött vin,,,Flaska,,Piemonte,Italien,Stefano Farina,Winebee AB,2013,,13.50%,BS,Övrigt sortiment,0,0,,0,
7194906,1143584,71949,Châteauneuf-du-Pape Brusquières,Charbonniere,1484.00,,1500.00,989.33,2016/10/07,0,Rött vin,,,Magnum,,Rhonedalen,Frankrike,Domaine de la Charbonnière,LXR Wines HB,2005,,15.00%,BS,Övrigt sortiment,0,0,,0,
7623701,1143587,76237,Venturini,Amarone della Valpolicella Classico Riserva,1970.00,,750.00,2626.67,2016/10/11,0,Rött vin,,,Flaska,,Venetien,Italien,Venturini Massimino E Figli,LXR Wines HB,2005,,16.00%,BS,Övrigt sortiment,0,0,,0,
7196801,1143590,71968,Donauwinzer,Grüner Veltliner Trocken,129.00,,750.00,172.00,2016/10/07,0,Vitt vin,,,Flaska,,Niederösterreich,Österrike,Weingut Rudolf Hofmann,Winebee AB,2015,,12.50%,BS,Övrigt sortiment,1,0,,0,
7089601,1143609,70896,J-Y de Carlini,Blanc de Noirs Grand Cru Brut,338.00,,750.00,450.67,2016/10/07,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Jean-Yves de Carlini,VinTillMat i Väst Handelsbolag,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7636401,1143612,76364,J-Y de Carlini,Rosé Grand Cru Brut,344.00,,750.00,458.67,2016/10/07,0,Mousserande vin,Rosé,,Flaska,,Champagne,Frankrike,Jean-Yves de Carlini,VinTillMat i Väst Handelsbolag,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7763101,1143615,77631,Zut,,175.00,,750.00,233.33,2016/10/10,0,Rött vin,,,Flaska,,,Frankrike,Mas Zenitude,Allegresse AB,2011,,14.00%,BS,Övrigt sortiment,0,0,,0,
7909801,1143624,79098,Equinox,Carignan Merlot,150.00,,750.00,200.00,2016/10/10,0,Rött vin,,,Flaska,,,Frankrike,Mas Zenitude,Allegresse AB,2011,,13.00%,BS,Övrigt sortiment,0,0,,0,
7197101,1143627,71971,Solstice,Clairette Grenache Blanc,196.00,,750.00,261.33,2016/10/10,0,Vitt vin,,,Flaska,,,Frankrike,Mas Zenitude,Allegresse AB,2011,,13.00%,BS,Övrigt sortiment,0,0,,0,
7073101,1143630,70731,Ganko,Garnacha Mazuelo,299.00,,750.00,398.67,2016/10/10,0,Rött vin,,,Flaska,,Rioja,Spanien,Olivier Riviere,Brix Wine Consultants AB,2014,,13.50%,BS,Övrigt sortiment,0,0,,0,
7286909,1143642,72869,Mathelin BonneBox låda Komplett,,2394.00,,4500.00,532.00,2016/10/05,0,Mousserande vin,Vitt Torrt,,6 fl à 750 ml,,Champagne,Frankrike,Champagne Mathelin,Ett Ord AB,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7179201,1143645,71792,Dr. Thanisch,Riesling,99.00,,750.00,132.00,2016/10/10,0,Vitt vin,,,Flaska,,Mosel,Tyskland,Dr H Thanisch Erben Müller-Burggraef,Ward Wines AB,2015,,10.00%,BS,Övrigt sortiment,0,0,,0,
7188701,1143662,71887,Dr. Thanisch,Riesling Kabinett,142.00,,750.00,189.33,2016/10/10,0,Vitt vin,,,Flaska,,Mosel,Tyskland,Dr H Thanisch Erben Müller-Burggraef,Ward Wines AB,2015,,8.00%,BS,Övrigt sortiment,0,0,,0,
7313901,1143703,73139,Dr. Thanisch,Graacher Himmelreich Riesling Spätlese Trocken,189.00,,750.00,252.00,2016/10/10,0,Vitt vin,,,Flaska,,Mosel,Tyskland,Dr H Thanisch Erben Müller-Burggraef,Ward Wines AB,2014,,10.50%,BS,Övrigt sortiment,0,0,,0,
7530006,1143715,75300,J-Y de Carlini,Millésime Grand Cru Brut,1090.00,,1500.00,726.67,2016/10/10,0,Mousserande vin,Vitt Torrt,,Magnum,,Champagne,Frankrike,Jean-Yves de Carlini,VinTillMat i Väst Handelsbolag,2004,,12.00%,BS,Övrigt sortiment,0,0,,0,
7767901,1143718,77679,Louis Bouillot,Crémant de Bourgogne Édition Limitée Extra Brut,199.00,,750.00,265.33,2016/10/10,0,Mousserande vin,Vitt Torrt,,Flaska,,Bourgogne,Frankrike,Louis Bouillot,Giertz Vinimport AB,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7207801,1143731,72078,Murviedro,Cepas Viejas Bobal,99.00,,750.00,132.00,2016/10/10,0,Rött vin,,,Flaska,,Utiel-Requena,Spanien,Bodegas Murviedro,Apricot AB,2013,,13.00%,BS,Övrigt sortiment,0,0,,0,
7028006,1143741,70280,Amarone della Valpolicella,Campo Masua,1975.00,,1500.00,1316.67,2016/10/11,0,Rött vin,,,Magnum,,Venetien,Italien,Venturini Massimino E Figli,LXR Wines HB,2010,,16.50%,BS,Övrigt sortiment,0,0,,0,
7081908,1143760,70819,Venturini Massimino,Rosso,1690.00,,3000.00,563.33,2016/10/11,0,Rött vin,,,Flaska,,Venetien,Italien,Venturini Massimino E Figli,LXR Wines HB,2009,,15.00%,BS,Övrigt sortiment,0,0,,0,
7106901,1143784,71069,Señora Carmen,,319.00,,750.00,425.33,2016/10/11,0,Rött vin,,,Flaska,,Terra Alta,Spanien,Vins del Tros,Göteborgs Vinhandelshus AB,2014,,15.00%,BS,Övrigt sortiment,0,0,,0,
7242901,1144096,72429,Sandahl,Riesling Bear Glue,268.00,,750.00,357.33,2016/10/21,0,Vitt vin,,,Flaska,,Badacsony,Ungern,Villa Sandahl Kft.,Sandahl International AB,2015,,14.00%,BS,Övrigt sortiment,0,0,,0,
7243901,1144114,72439,Sandahl,Riesling Tussilago Farfara,149.00,,750.00,198.67,2016/10/21,0,Vitt vin,,,Flaska,,Badacsony,Ungern,Villa Sandahl Kft.,Sandahl International AB,2015,,13.50%,BS,Övrigt sortiment,0,0,,0,
7027609,1144193,70276,Sandahl Urval 2013,Riesling,1458.00,,4500.00,324.00,2016/10/21,0,Vitt vin,,,6 fl à 750 ml,,Badacsony,Ungern,Villa Sandahl Kft.,Sandahl International AB,2013,,14.00%,BS,Övrigt sortiment,0,0,,0,
7415001,1144198,74150,Sandahl,Dry Honey Riesling,327.00,,750.00,436.00,2016/10/21,0,Vitt vin,,,Flaska,,Badacsony,Ungern,Villa Sandahl Kft.,Sandahl International AB,2015,,14.50%,BS,Övrigt sortiment,0,0,,0,
9949001,1144224,99490,Reinhold Haart Goldtröpfchen,Riesling Grosses Gewächs,297.00,,750.00,396.00,2016/12/02,0,Vitt vin,Friskt & Fruktigt,,Flaska,Naturkork,Mosel,Tyskland,Reinhold Haart,Origo Wine Import,2015,,13.00%,TSE,Små partier,0,0,,0,Riesling.
7385401,1144227,73854,Sandahl,Wet Stones Riesling,199.00,,750.00,265.33,2016/10/21,0,Vitt vin,,,Flaska,,Badacsony,Ungern,Villa Sandahl Kft.,Sandahl International AB,2015,,14.00%,BS,Övrigt sortiment,0,0,,0,
9951401,1144230,99514,Reto,Bodegas y Viñedos Ponce,151.00,,750.00,201.33,2016/12/02,0,Vitt vin,Friskt & Fruktigt,,Flaska,Naturkork,Manchuela,Spanien,Bodegas y Viñedos Ponce,Quaffable Wines Sweden AB,2015,,13.50%,TSE,Små partier,0,0,,0,Albilla.
8940809,1144233,89408,Flensburger Beer Summer Mix,,580.80,,7920.00,73.33,2016/10/06,0,Öl,Annan öl,Öl av flera typer/stilar,24 fl à 330 ml,,,Tyskland,Flensburger Brauerei,Speedy Wine Store AB,,,5.40%,BS,Övrigt sortiment,0,0,,0,
7999001,1144236,79990,Sandahl,Riesling Count down,298.00,,750.00,397.33,2016/10/21,0,Vitt vin,,,Flaska,,Badacsony,Ungern,Villa Sandahl Kft.,Sandahl International AB,2013,,14.00%,BS,Övrigt sortiment,0,0,,0,
8966109,1144239,89661,Flensburger Beer Winter Mix,,580.80,,7920.00,73.33,2016/10/06,0,Öl,Annan öl,Öl av flera typer/stilar,24 fl à 330 ml,,,Tyskland,Flensburger Brauerei,Speedy Wine Store AB,,,5.40%,BS,Övrigt sortiment,0,0,,0,
7545409,1144248,75454,Sandahl Urval,Riesling,1380.00,,4500.00,306.67,2016/10/21,0,Vitt vin,,,6 fl à 750 ml,,Badacsony,Ungern,Villa Sandahl Kft.,Sandahl International AB,2015,,14.00%,BS,Övrigt sortiment,0,0,,0,
7354601,1144313,73546,Massimo,Rosso Organico,89.00,,1000.00,89.00,2016/10/21,0,Rött vin,Kryddigt & Mustigt,,Flaska,Skruvkapsyl,,Italien,Massimo Benedetti,Iconic Wines,2016,,12.50%,FS,Ordinarie sortiment,1,0,,0,
8964303,1144349,89643,Fakin IPA,,36.90,,330.00,111.82,2016/10/11,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,,Kroatien,Pivovara Medvedgrad,Triggollo Wine & Spirits AB,,,7.00%,BS,Övrigt sortiment,0,0,,0,
8966403,1144359,89664,Gricka Vjestica,,36.90,,330.00,111.82,2016/10/11,0,Öl,Mörk lager,Dubbelbock,Flaska,,,Kroatien,Pivovara Medvedgrad,Triggollo Wine & Spirits AB,,,7.50%,BS,Övrigt sortiment,0,0,,0,
7901401,1144362,79014,Terra Madre,Plavac Mali,127.00,,750.00,169.33,2016/10/11,0,Rött vin,,,Flaska,,Srednja i juzna dalmacija,Kroatien,Poljopromet d.o.o.,Triggollo Wine & Spirits AB,2013,,12.50%,BS,Övrigt sortiment,1,0,,0,
7476901,1144397,74769,Nederburg,The Winemasters Sauvignon Blanc,94.00,,750.00,125.33,2016/10/12,0,Vitt vin,,,Flaska,,Western Cape,Sydafrika,Nederburg Wines,Bibendum,2016,,13.50%,BS,Övrigt sortiment,0,0,,0,
7711601,1144533,77116,Crémant de Bourgogne,Brut Tradition,160.00,,750.00,213.33,2016/10/11,0,Mousserande vin,Vitt Torrt,,Flaska,,Bourgogne,Frankrike,Domaine Fichet,Vino Vincent,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7035701,1144536,70357,Mâcon-Villages,La Crépillionne,150.00,,750.00,200.00,2016/10/11,0,Vitt vin,,,Flaska,,Bourgogne,Frankrike,Domaine Fichet,Vino Vincent,2015,,12.50%,BS,Övrigt sortiment,0,0,,0,
8670201,1144562,86702,Dos Mas,Pink Shot,149.00,,700.00,212.86,2016/10/07,0,Likör,Frukt- och bärlikör,,Flaska,,,Tyskland,MBG Global Brands GmbH,TOMP Beer Wine & Spirits AB,,,17.00%,BS,Övrigt sortiment,0,0,,0,
